cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu_total,ram
0.0,1.0,100.0,100.0,100.0,100.0,1.0,0.0,50.4,4331073536
0.0,1.0,100.0,100.0,100.0,100.0,1.0,0.0,50.3,4331073536
0.0,1.0,100.0,100.0,100.0,100.0,1.0,1.0,50.4,4331073536
1.0,0.0,100.0,100.0,100.0,100.0,1.0,0.0,50.2,4331073536
1.0,2.0,100.0,100.0,100.0,100.0,1.0,0.0,50.5,4332503040
0.0,0.0,100.0,100.0,100.0,100.0,0.0,1.0,50.3,4332470272
0.0,98.0,100.0,100.0,100.0,2.0,1.0,0.0,50.3,4332470272
1.0,100.0,100.0,100.0,100.0,1.0,2.0,0.0,50.3,4332978176
0.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,50.4,4332978176
0.0,100.0,100.0,100.0,100.0,1.0,1.0,1.0,50.3,4332908544
0.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,50.2,4332908544
0.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,50.2,4332908544
0.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,50.5,4332908544
1.0,100.0,100.0,100.0,100.0,0.0,2.0,1.0,50.3,4333035520
1.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,50.4,4333035520
2.0,100.0,100.0,100.0,100.0,1.0,0.0,0.0,50.2,4332109824
0.0,100.0,100.0,100.0,100.0,0.0,1.0,1.0,50.4,4332142592
1.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,50.3,4332142592
1.0,100.0,100.0,100.0,100.0,1.0,1.0,1.0,50.3,4332142592
0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,50.3,4332236800
0.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,50.3,4332236800
0.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,50.2,4332204032
0.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,50.3,4332204032
1.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,50.2,4332204032
1.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,50.4,4332204032
0.0,100.0,100.0,100.0,100.0,1.0,1.0,2.0,50.4,4332179456
0.0,100.0,100.0,100.0,100.0,0.0,2.0,0.0,50.4,4332720128
1.0,100.0,100.0,100.0,100.0,0.0,2.0,0.0,50.4,4332969984
1.0,100.0,100.0,100.0,100.0,1.0,2.0,0.0,50.4,4333223936
0.0,100.0,100.0,100.0,100.0,0.0,1.0,1.0,50.2,4333223936
1.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,50.2,4333223936
0.0,100.0,100.0,100.0,100.0,2.0,1.0,0.0,50.4,4333223936
1.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,50.3,4333223936
0.0,100.0,100.0,100.0,100.0,2.0,0.0,0.0,50.4,4333256704
0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,50.2,4333223936
1.0,100.0,100.0,100.0,100.0,2.0,1.0,1.0,50.4,4332175360
1.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,50.2,4332175360
0.0,100.0,100.0,100.0,100.0,2.0,0.0,0.0,50.2,4332175360
1.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,50.4,4332175360
0.0,100.0,100.0,100.0,100.0,1.0,0.0,0.0,50.4,4332175360
0.0,100.0,100.0,100.0,100.0,2.0,0.0,0.0,50.3,4332175360
2.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,50.4,4332175360
0.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,50.1,4332175360
1.0,100.0,100.0,100.0,100.0,0.0,1.0,1.0,50.4,4332175360
0.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,50.2,4332175360
0.0,100.0,100.0,100.0,100.0,0.0,2.0,0.0,50.3,4332175360
0.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,50.4,4332175360
0.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,50.2,4332163072
2.0,100.0,100.0,100.0,100.0,1.0,1.0,1.0,50.3,4332187648
1.0,100.0,100.0,100.0,100.0,0.0,0.0,2.0,50.4,4332949504
0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,50.4,4332982272
2.0,100.0,100.0,100.0,100.0,1.0,0.0,0.0,50.3,4333514752
1.0,100.0,100.0,100.0,100.0,1.0,0.0,0.0,50.2,4333490176
0.0,100.0,100.0,100.0,100.0,0.0,2.0,0.0,50.3,4333490176
2.0,100.0,100.0,100.0,100.0,1.0,1.0,1.0,50.4,4333490176
0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,50.3,4333490176
0.0,100.0,100.0,100.0,100.0,2.0,1.0,1.0,50.4,4333490176
0.0,100.0,100.0,100.0,100.0,0.0,2.0,0.0,50.2,4333490176
0.0,100.0,100.0,100.0,100.0,0.0,2.0,1.0,50.4,4333490176
1.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,50.3,4331933696
0.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,50.4,4331933696
1.0,100.0,100.0,100.0,100.0,1.0,2.0,0.0,50.3,4331933696
1.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,50.4,4331933696
0.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,50.3,4331962368
0.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,50.4,4331962368
0.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,50.2,4331962368
1.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,50.3,4331962368
0.0,100.0,100.0,100.0,100.0,0.0,1.0,1.0,50.3,4331962368
0.0,100.0,100.0,100.0,100.0,0.0,2.0,0.0,50.4,4331962368
0.0,100.0,100.0,100.0,100.0,0.0,2.0,0.0,50.3,4331962368
0.0,100.0,100.0,100.0,100.0,0.0,2.0,1.0,50.4,4333113344
1.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,50.2,4333142016
1.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,50.4,4333547520
0.0,100.0,100.0,100.0,100.0,1.0,2.0,0.0,50.3,4333522944
1.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,50.2,4333649920
1.0,100.0,100.0,100.0,100.0,0.0,1.0,1.0,50.5,4333649920
0.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,50.1,4333682688
1.0,100.0,100.0,100.0,100.0,1.0,1.0,1.0,50.4,4333682688
69.7,100.0,98.0,100.0,71.3,38.0,39.0,38.4,69.2,4097503232
100.0,100.0,100.0,100.0,0.0,1.0,1.0,1.0,50.4,4104359936
100.0,73.0,100.0,100.0,1.0,0.0,2.0,3.0,47.2,4055003136
100.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,37.8,4054667264
100.0,2.9,100.0,100.0,0.0,0.0,1.0,0.0,38.0,4054667264
100.0,36.2,100.0,100.0,34.0,35.0,36.0,32.0,58.9,3818618880
100.0,3.8,100.0,100.0,0.0,0.0,0.0,1.0,37.9,3826491392
100.0,4.9,53.5,100.0,0.0,0.0,1.0,2.0,32.6,3776462848
100.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,25.2,3776200704
100.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0,25.3,3776200704
100.0,0.0,0.0,100.0,0.0,1.0,2.0,0.0,25.2,3776200704
100.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,25.3,3776200704
100.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,25.2,3776200704
100.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,25.3,3776901120
100.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,25.5,3776901120
100.0,2.9,1.0,100.0,0.0,0.0,0.0,0.0,25.3,3777306624
100.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,25.3,3777404928
100.0,32.0,30.3,100.0,29.7,32.7,30.0,29.0,48.0,3543769088
100.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,25.2,3553165312
10.9,5.8,0.0,100.0,0.0,0.0,0.0,0.0,14.7,3499454464
0.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,12.6,3499327488
1.0,1.0,0.0,100.0,1.0,1.0,0.0,0.0,12.8,3499327488
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.6,3499327488
0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,12.7,3499327488
0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,12.5,3498180608
0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,12.6,3498180608
1.0,1.0,0.0,100.0,0.0,0.0,1.0,0.0,12.9,3498180608
0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,12.6,3498180608
0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,12.6,3498180608
0.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,12.7,3498180608
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.6,3498180608
0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,12.7,3498180608
0.0,0.0,0.0,100.0,0.0,0.0,2.0,0.0,12.5,3498180608
0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,12.7,3498180608
1.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,12.6,3498180608
0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,12.7,3498307584
22.8,22.8,21.8,40.0,22.0,22.0,22.0,81.8,31.8,3266101248
5.1,21.0,18.0,11.0,15.0,0.0,1.0,84.0,19.3,3277271040
1.0,83.8,84.0,87.0,87.1,1.0,13.9,1.0,44.7,3223916544
0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,12.7,3224264704
1.0,2.0,2.0,2.0,2.0,0.0,88.9,0.0,12.0,5647167488
1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,12.7,8701816832
0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,12.6,11758288896
1.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,12.7,12277747712
1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.7,16086900736
1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,12.6,10653253632
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.6,10651480064
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.5,10651406336
1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.7,10651406336
0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,12.7,10651406336
1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,12.6,10651406336
1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.6,10651308032
0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,12.7,10651308032
1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.7,10651308032
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.5,10651308032
1.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,12.9,10651340800
1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.6,10651340800
0.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,12.6,10652000256
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.6,10652000256
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.6,10652254208
1.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,12.6,10652254208
0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,12.5,10652381184
0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,12.7,10652381184
1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.6,10652508160
1.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,12.6,10652508160
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.5,10652499968
0.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,12.7,10651357184
1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.7,10651324416
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.5,10651447296
0.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,12.6,10651480064
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.6,10651480064
1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,13.0,10651480064
0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,12.7,10651480064
0.0,0.0,0.0,0.0,1.0,0.0,100.0,1.0,12.7,10651480064
1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,12.6,10651480064
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.6,10651447296
39.4,53.0,43.0,27.5,9.0,1.0,49.0,0.0,28.1,3857596416
100.0,100.0,3.0,100.0,0.0,0.0,100.0,1.0,50.5,5320859648
100.0,100.0,0.0,100.0,2.9,1.0,100.0,1.0,50.3,5321875456
100.0,100.0,0.0,100.0,1.0,0.0,100.0,0.0,50.6,5322153984
30.0,100.0,1.0,100.0,70.0,0.0,100.0,1.0,50.1,5322153984
0.0,100.0,0.0,100.0,100.0,2.0,100.0,0.0,50.4,5322534912
0.0,100.0,0.0,100.0,100.0,0.0,100.0,2.0,50.2,5322534912
0.0,100.0,0.0,100.0,100.0,2.0,100.0,1.0,50.3,5322661888
0.0,100.0,0.0,100.0,100.0,0.0,100.0,1.0,50.4,5322661888
1.0,100.0,1.0,100.0,100.0,1.0,100.0,2.9,50.4,5322690560
1.0,100.0,0.0,100.0,100.0,0.0,100.0,1.0,50.4,5322690560
0.0,100.0,0.0,100.0,100.0,0.0,100.0,1.0,50.3,5322690560
1.0,100.0,0.0,100.0,100.0,0.0,100.0,2.0,50.4,5321097216
1.0,100.0,0.0,100.0,100.0,1.0,100.0,2.0,50.7,5322387456
0.0,100.0,1.0,100.0,100.0,0.0,100.0,1.0,50.3,5322387456
0.0,100.0,0.0,100.0,100.0,0.0,100.0,1.0,50.2,5322387456
1.0,100.0,0.0,100.0,100.0,0.0,100.0,1.0,50.4,5322387456
0.0,100.0,1.0,100.0,100.0,0.0,100.0,1.0,50.2,5322387456
1.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.5,5322387456
2.0,100.0,1.0,100.0,100.0,0.0,100.0,1.0,50.3,5322387456
1.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.4,5322387456
3.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.3,5322387456
1.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,50.5,5323530240
2.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.4,5322928128
0.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.5,5322960896
2.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.2,5323087872
1.0,100.0,1.0,100.0,100.0,0.0,100.0,2.0,50.4,5323087872
1.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.2,5323087872
0.0,100.0,2.9,100.0,100.0,0.0,100.0,0.0,50.4,5323087872
1.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.2,5323206656
0.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.3,5323206656
34.3,100.0,2.0,100.0,100.0,22.2,100.0,0.0,57.3,5323206656
90.0,90.9,0.0,100.0,100.0,3.9,100.0,0.0,60.7,5323448320
0.0,100.0,2.9,100.0,100.0,0.0,100.0,0.0,50.3,5322252288
1.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.3,5322149888
0.0,100.0,2.0,100.0,100.0,1.0,100.0,0.0,50.2,5322149888
0.0,100.0,2.0,100.0,100.0,0.0,100.0,0.0,50.4,5322149888
0.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.3,5322149888
0.0,100.0,2.0,100.0,100.0,1.0,100.0,1.0,50.4,5322149888
0.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.2,5322149888
0.0,100.0,1.0,100.0,100.0,0.0,100.0,1.0,50.4,5322182656
0.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.3,5322182656
0.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.3,5322182656
0.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.2,5322182656
1.0,100.0,0.0,100.0,100.0,2.0,100.0,0.0,50.4,5322182656
1.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.4,5322977280
1.0,100.0,1.0,100.0,100.0,1.0,100.0,1.0,50.4,5322977280
1.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,50.3,5323378688
0.0,100.0,1.0,100.0,100.0,0.0,100.0,1.0,50.4,5323378688
1.0,100.0,1.0,100.0,100.0,1.0,100.0,1.0,50.2,5323481088
1.0,100.0,2.0,100.0,100.0,0.0,100.0,0.0,50.4,5323481088
1.0,100.0,0.0,100.0,100.0,0.0,100.0,1.0,50.4,5323988992
1.0,100.0,0.0,100.0,100.0,2.0,100.0,0.0,50.4,5323988992
0.0,100.0,1.0,100.0,100.0,2.0,100.0,0.0,50.3,5324021760
1.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.4,5324021760
1.0,100.0,1.0,100.0,100.0,2.0,100.0,1.0,50.4,5322465280
0.0,100.0,1.0,100.0,100.0,2.0,100.0,1.0,50.4,5322465280
1.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.2,5322399744
1.0,100.0,0.0,100.0,100.0,1.0,100.0,1.0,50.4,5322399744
0.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.3,5322399744
1.0,100.0,1.0,100.0,100.0,2.0,100.0,0.0,50.3,5322399744
1.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.4,5322399744
0.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.3,5322399744
0.0,100.0,0.0,100.0,100.0,0.0,100.0,1.0,50.4,5322395648
1.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.2,5322395648
1.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,50.3,5322395648
0.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,50.3,5322362880
0.0,100.0,1.0,100.0,100.0,2.0,100.0,0.0,50.4,5322776576
1.0,100.0,0.0,100.0,100.0,0.0,100.0,2.0,50.4,5323063296
0.0,100.0,2.0,100.0,100.0,1.0,100.0,1.0,50.4,5323317248
0.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.2,5323317248
1.0,100.0,2.0,100.0,100.0,1.0,100.0,0.0,50.6,5323317248
1.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.2,5323444224
1.0,100.0,1.0,100.0,100.0,1.0,100.0,1.0,50.5,5323444224
1.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.2,5323444224
0.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.4,5323444224
0.0,100.0,1.0,100.0,100.0,2.0,100.0,0.0,50.4,5321875456
1.0,100.0,0.0,100.0,100.0,0.0,100.0,1.0,50.4,5321875456
0.0,100.0,0.0,100.0,100.0,1.0,100.0,1.0,50.3,5321875456
