cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu_total,ram
0.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.3,5321875456
0.0,100.0,1.0,100.0,100.0,0.0,100.0,2.0,50.4,5321875456
1.0,100.0,1.0,100.0,100.0,1.0,100.0,1.0,50.3,5321875456
0.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.4,5321908224
0.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.2,5321908224
0.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.4,5322162176
0.0,100.0,2.0,100.0,100.0,1.0,100.0,1.0,50.2,5322162176
0.0,100.0,1.0,100.0,100.0,0.0,100.0,1.0,50.3,5322158080
0.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.2,5322158080
0.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.4,5322158080
0.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.3,5323329536
0.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.4,5323329536
1.0,100.0,0.0,100.0,100.0,2.0,100.0,0.0,50.3,5323304960
0.0,100.0,1.0,100.0,100.0,1.0,100.0,1.0,50.4,5323583488
1.0,100.0,0.0,100.0,100.0,2.9,100.0,1.0,50.6,5323546624
0.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.2,5323579392
1.0,100.0,0.0,100.0,100.0,2.0,100.0,0.0,50.4,5323579392
0.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.2,5323579392
0.0,100.0,0.0,100.0,100.0,0.0,100.0,1.0,50.3,5323554816
0.0,100.0,2.0,100.0,100.0,0.0,100.0,2.0,50.4,5321994240
0.0,100.0,0.0,100.0,100.0,1.0,100.0,1.0,50.4,5321994240
0.0,100.0,1.0,100.0,100.0,0.0,100.0,2.0,50.2,5321994240
0.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.2,5321994240
0.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.3,5321994240
0.0,100.0,0.0,100.0,100.0,0.0,100.0,2.9,50.3,5321994240
0.0,100.0,1.0,100.0,100.0,2.0,100.0,0.0,50.4,5321994240
1.0,100.0,0.0,100.0,100.0,1.0,100.0,1.0,50.3,5321994240
0.0,100.0,0.0,100.0,100.0,1.0,100.0,1.0,50.4,5321981952
1.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.2,5321854976
0.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,50.2,5321854976
0.0,100.0,1.0,100.0,100.0,2.0,100.0,0.0,50.4,5321981952
1.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.5,5323247616
1.0,100.0,1.0,100.0,100.0,1.0,100.0,3.0,50.6,5323440128
0.0,100.0,0.0,100.0,100.0,2.9,100.0,0.0,50.4,5323440128
0.0,100.0,0.0,100.0,100.0,2.0,100.0,1.0,50.3,5323440128
0.0,100.0,1.0,100.0,100.0,0.0,100.0,1.0,50.2,5323440128
0.0,100.0,0.0,100.0,100.0,0.0,100.0,1.0,50.4,5323567104
0.0,100.0,0.0,100.0,100.0,1.0,100.0,1.0,50.4,5323563008
0.0,100.0,2.0,100.0,100.0,1.0,100.0,1.0,50.3,5323563008
0.0,100.0,0.0,100.0,100.0,1.0,100.0,1.0,50.5,5323563008
1.0,100.0,1.0,100.0,100.0,0.0,100.0,1.0,50.2,5321994240
0.0,100.0,0.0,100.0,100.0,1.0,100.0,1.0,50.5,5321719808
1.0,100.0,1.0,100.0,100.0,0.0,100.0,2.9,50.3,5321719808
1.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.4,5321719808
0.0,100.0,1.0,100.0,100.0,0.0,100.0,1.0,50.2,5321719808
1.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.4,5321719808
1.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.2,5321719808
2.0,100.0,0.0,100.0,100.0,1.0,100.0,1.0,50.4,5321719808
0.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,50.2,5321719808
1.0,100.0,0.0,100.0,100.0,0.0,100.0,1.0,50.4,5321719808
1.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.2,5321719808
1.0,100.0,2.0,100.0,100.0,0.0,100.0,0.0,50.3,5321719808
1.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,50.2,5321719808
0.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.4,5321719808
2.0,100.0,2.0,100.0,100.0,0.0,100.0,0.0,50.4,5322862592
0.0,100.0,0.0,100.0,100.0,2.0,100.0,1.0,50.4,5322891264
1.0,100.0,0.0,100.0,100.0,1.0,100.0,1.0,50.4,5323296768
1.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.4,5323399168
1.0,100.0,0.0,100.0,100.0,1.0,100.0,1.0,50.2,5323399168
0.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.3,5323399168
1.0,100.0,0.0,100.0,100.0,1.0,100.0,1.0,50.3,5323399168
1.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.4,5323399168
0.0,100.0,2.0,100.0,100.0,0.0,100.0,0.0,50.3,5323399168
2.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,50.3,5323431936
1.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,50.2,5322534912
2.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.5,5322375168
2.9,100.0,0.0,100.0,100.0,0.0,100.0,0.0,50.2,5322375168
0.0,100.0,0.0,100.0,100.0,0.0,100.0,1.0,50.4,5322375168
1.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.2,5322375168
1.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.3,5322375168
0.0,100.0,2.0,100.0,100.0,1.0,100.0,1.0,50.3,5322371072
1.0,100.0,1.0,100.0,100.0,0.0,100.0,1.0,50.4,5322371072
0.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.3,5322371072
0.0,100.0,1.0,100.0,100.0,0.0,100.0,0.0,50.3,5322371072
1.0,100.0,2.0,100.0,100.0,1.0,100.0,0.0,50.3,5322371072
0.0,100.0,2.0,100.0,100.0,1.0,100.0,1.0,50.4,5322911744
1.0,100.0,1.0,100.0,100.0,1.0,100.0,0.0,50.3,5322911744
1.0,100.0,2.0,100.0,100.0,0.0,100.0,0.0,50.3,5323325440
0.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,50.4,5323452416
2.0,100.0,0.0,100.0,100.0,1.0,100.0,0.0,50.2,5323452416
1.0,100.0,2.0,100.0,100.0,1.0,100.0,2.0,50.7,4941508608
97.0,85.7,60.6,51.0,55.0,49.5,96.0,93.0,73.5,3603943424
100.0,74.3,100.0,1.0,0.0,21.8,14.0,88.9,50.0,5394554880
100.0,100.0,100.0,1.0,0.0,0.0,0.0,100.0,50.4,5394554880
100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,50.3,5394522112
100.0,100.0,100.0,1.0,1.0,1.0,0.0,100.0,50.2,5393215488
100.0,100.0,100.0,0.0,1.0,0.0,0.0,100.0,50.4,5393215488
100.0,100.0,100.0,0.0,2.0,0.0,2.0,100.0,50.3,5393215488
100.0,100.0,100.0,2.0,1.0,0.0,0.0,100.0,50.4,5393215488
100.0,100.0,100.0,1.0,2.0,0.0,0.0,100.0,50.2,5393215488
100.0,100.0,100.0,0.0,0.0,1.0,0.0,100.0,50.4,5393215488
100.0,100.0,100.0,1.0,0.0,1.0,0.0,100.0,50.3,5393850368
100.0,100.0,100.0,1.0,0.0,1.0,0.0,100.0,50.4,5393215488
100.0,100.0,100.0,0.0,1.0,1.0,1.0,100.0,50.2,5393248256
100.0,100.0,100.0,1.0,0.0,0.0,0.0,100.0,50.3,5393248256
100.0,100.0,100.0,1.0,0.0,0.0,2.0,100.0,50.4,5393248256
100.0,100.0,100.0,1.0,1.0,0.0,0.0,100.0,50.3,5393248256
100.0,100.0,100.0,0.0,1.0,1.0,1.0,100.0,50.3,5402009600
100.0,100.0,100.0,1.0,1.0,1.0,2.0,100.0,50.5,5402419200
100.0,100.0,100.0,0.0,1.0,1.0,0.0,100.0,50.2,5402673152
100.0,100.0,100.0,0.0,0.0,1.0,1.0,100.0,50.4,5402673152
100.0,100.0,100.0,0.0,1.0,0.0,1.0,100.0,50.3,5402673152
100.0,100.0,100.0,0.0,1.0,0.0,0.0,100.0,50.4,5402800128
100.0,100.0,100.0,1.0,0.0,1.0,1.0,100.0,50.3,5402767360
100.0,100.0,100.0,1.0,0.0,0.0,0.0,100.0,50.3,5402767360
100.0,100.0,100.0,1.0,2.0,0.0,0.0,100.0,50.4,5402767360
93.0,100.0,100.0,0.0,8.0,0.0,2.0,100.0,50.3,5402767360
1.0,100.0,100.0,2.0,100.0,0.0,0.0,100.0,50.3,5402800128
1.0,100.0,100.0,2.0,100.0,0.0,1.0,100.0,50.4,5401489408
0.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.2,5401489408
0.0,100.0,100.0,0.0,100.0,0.0,2.0,100.0,50.4,5401489408
1.0,100.0,100.0,1.0,100.0,1.0,1.0,100.0,50.3,5401489408
1.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.4,5401489408
1.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,50.2,5401489408
1.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.4,5401485312
1.0,100.0,100.0,1.0,100.0,0.0,1.0,100.0,50.3,5401485312
0.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.4,5401485312
2.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.3,5402529792
0.0,100.0,100.0,1.0,100.0,0.0,1.0,100.0,50.3,5402529792
1.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.3,5402910720
1.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.4,5402910720
1.0,100.0,100.0,1.0,100.0,0.0,1.0,100.0,50.3,5402943488
2.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,50.3,5402943488
0.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.2,5402910720
1.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.3,5402910720
1.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,50.3,5402910720
1.0,100.0,100.0,2.0,100.0,0.0,1.0,100.0,50.4,5403037696
1.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.3,5401600000
0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,50.2,5401567232
1.0,100.0,100.0,2.0,100.0,1.0,0.0,100.0,50.4,5401567232
1.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.3,5401567232
0.0,100.0,100.0,2.0,100.0,0.0,1.0,100.0,50.4,5401567232
1.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.3,5401567232
2.0,100.0,100.0,1.0,100.0,0.0,1.0,100.0,50.4,5401567232
0.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.2,5401567232
1.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.3,5401567232
0.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.3,5401600000
1.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.4,5401600000
0.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.2,5401567232
1.0,100.0,100.0,2.0,100.0,0.0,0.0,100.0,50.4,5401567232
0.0,100.0,100.0,1.0,100.0,0.0,2.0,100.0,50.3,5401567232
0.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.4,5402329088
1.0,100.0,100.0,1.0,100.0,1.0,1.0,100.0,50.3,5402611712
1.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.4,5403017216
0.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.3,5403119616
1.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.4,5403119616
1.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.2,5403054080
1.0,100.0,100.0,2.0,100.0,0.0,0.0,100.0,50.4,5403054080
0.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.2,5403086848
1.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.4,5403086848
0.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.2,5403086848
1.0,100.0,100.0,2.0,100.0,2.0,0.0,100.0,50.7,5403070464
0.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.3,5401894912
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.4,5401894912
1.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.1,5401894912
0.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.3,5401894912
1.0,100.0,100.0,0.0,100.0,0.0,1.0,100.0,50.3,5401894912
0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,50.3,5401894912
1.0,100.0,100.0,0.0,100.0,0.0,2.0,100.0,50.3,5401894912
1.0,100.0,100.0,2.0,100.0,1.0,1.0,100.0,50.4,5401894912
0.0,100.0,100.0,1.0,100.0,1.0,1.0,100.0,50.3,5401894912
0.0,100.0,100.0,0.0,100.0,0.0,1.0,100.0,50.4,5401894912
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.2,5401894912
0.0,100.0,100.0,0.0,100.0,0.0,1.0,100.0,50.3,5401894912
0.0,100.0,100.0,1.0,100.0,0.0,1.0,100.0,50.2,5401894912
1.0,100.0,100.0,1.0,100.0,1.0,1.0,100.0,50.4,5402275840
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.3,5402591232
1.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,50.4,5402972160
1.0,100.0,100.0,1.0,100.0,0.0,1.0,100.0,50.2,5402972160
1.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.4,5402972160
1.0,100.0,100.0,1.0,100.0,0.0,1.0,100.0,50.2,5403095040
1.0,100.0,100.0,1.0,100.0,0.0,2.0,100.0,50.4,5403095040
0.0,100.0,100.0,1.0,100.0,0.0,1.0,100.0,50.2,5403095040
0.0,100.0,100.0,1.0,100.0,0.0,1.0,100.0,50.3,5403095040
0.0,100.0,100.0,2.0,100.0,0.0,1.0,100.0,50.5,5403090944
0.0,100.0,100.0,1.0,100.0,1.0,1.0,100.0,50.4,5403090944
0.0,100.0,100.0,1.0,100.0,1.0,1.0,100.0,50.4,5401534464
1.0,100.0,100.0,1.0,100.0,1.0,1.0,100.0,50.4,5401534464
2.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,50.2,5401526272
1.0,100.0,100.0,2.0,100.0,0.0,1.0,100.0,50.5,5401526272
1.0,100.0,100.0,0.0,100.0,0.0,1.0,100.0,50.2,5401526272
0.0,100.0,100.0,0.0,100.0,0.0,1.0,100.0,50.3,5401399296
1.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.5,5401399296
1.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.3,5402599424
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.5,5402599424
1.0,100.0,100.0,1.0,100.0,0.0,2.0,100.0,50.2,5402980352
0.0,100.0,100.0,2.0,100.0,1.0,0.0,100.0,50.3,5402980352
1.0,100.0,100.0,1.0,100.0,1.0,1.0,100.0,50.4,5402980352
0.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.2,5402980352
0.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.4,5402980352
0.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.4,5402980352
1.0,100.0,100.0,2.0,100.0,0.0,1.0,100.0,50.4,5402980352
0.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.3,5402980352
1.0,100.0,100.0,2.0,100.0,1.0,1.0,100.0,50.4,5401923584
0.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.4,5401923584
0.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.4,5401923584
0.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.2,5401923584
0.0,100.0,100.0,2.0,100.0,1.0,0.0,100.0,50.2,5401923584
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.4,5401923584
0.0,100.0,100.0,2.0,100.0,0.0,0.0,100.0,50.2,5401956352
0.0,100.0,100.0,0.0,100.0,0.0,1.0,100.0,50.4,5401956352
0.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.2,5401956352
0.0,100.0,100.0,1.0,100.0,0.0,1.0,100.0,50.3,5401956352
0.0,100.0,100.0,2.0,100.0,1.0,0.0,100.0,50.3,5401956352
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.3,5401956352
0.0,100.0,100.0,2.0,100.0,0.0,0.0,100.0,50.3,5402492928
0.0,100.0,100.0,1.0,100.0,2.0,1.0,100.0,50.4,5402738688
0.0,100.0,100.0,0.0,100.0,2.0,1.0,100.0,50.4,5403017216
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.4,5402992640
1.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.3,5402996736
0.0,100.0,100.0,0.0,100.0,0.0,1.0,100.0,50.3,5403123712
0.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.4,5403631616
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.4,5403631616
0.0,100.0,100.0,0.0,100.0,1.0,2.0,100.0,50.3,5403631616
1.0,100.0,100.0,1.0,100.0,0.0,1.0,100.0,50.4,5401948160
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.3,5401948160
0.0,100.0,100.0,1.0,100.0,1.0,1.0,100.0,50.3,5401948160
0.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.3,5401948160
1.0,100.0,100.0,1.0,100.0,1.0,0.0,100.0,50.4,5401948160
0.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.2,5401948160
0.0,100.0,100.0,0.0,100.0,2.0,0.0,100.0,50.4,5401948160
0.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.2,5401948160
0.0,100.0,100.0,1.0,100.0,1.0,1.0,100.0,50.4,5401948160
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.3,5401948160
0.0,100.0,100.0,0.0,100.0,2.0,1.0,100.0,50.3,5401948160
1.0,100.0,100.0,0.0,100.0,1.0,0.0,100.0,50.2,5401948160
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.4,5401915392
0.0,100.0,100.0,0.0,100.0,0.0,1.0,100.0,50.2,5401915392
1.0,100.0,100.0,0.0,100.0,0.0,1.0,100.0,50.4,5401915392
1.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.2,5401948160
0.0,100.0,100.0,1.0,100.0,1.0,1.0,100.0,50.6,5402329088
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.3,5402329088
1.0,100.0,100.0,0.0,100.0,1.0,2.0,100.0,50.5,5402992640
1.0,100.0,100.0,1.0,100.0,0.0,0.0,100.0,50.2,5402992640
0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,50.3,5403119616
2.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.4,5403119616
2.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,50.2,5403119616
1.0,100.0,100.0,0.0,100.0,0.0,1.0,100.0,50.4,5403115520
0.0,100.0,100.0,0.0,100.0,1.0,1.0,100.0,50.2,5403115520
30.3,100.0,100.0,31.3,100.0,30.3,30.3,100.0,65.5,4510527488
28.7,89.1,34.7,35.6,82.4,27.7,100.0,99.0,61.7,4242898944
20.8,100.0,19.0,19.8,19.0,19.0,100.0,100.0,49.8,4375490560
2.9,100.0,1.0,0.0,1.0,0.0,54.0,100.0,32.4,4371492864
5.7,100.0,0.0,0.0,0.0,1.0,0.0,100.0,25.6,4371525632
5.8,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.9,4371525632
2.9,100.0,0.0,0.0,0.0,1.0,0.0,100.0,25.3,4371525632
7.5,100.0,0.0,1.0,0.0,0.0,0.0,100.0,25.8,4371525632
3.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.5,4371525632
4.8,100.0,0.0,0.0,0.0,0.0,1.0,100.0,25.7,4372287488
5.7,100.0,1.0,0.0,0.0,1.0,0.0,100.0,25.7,4372287488
3.9,100.0,0.0,0.0,0.0,1.0,0.0,100.0,25.6,4372287488
7.5,100.0,0.0,0.0,0.0,0.0,1.0,100.0,25.9,4372668416
8.3,100.0,1.0,0.0,1.0,0.0,0.0,100.0,26.0,4372668416
3.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.5,4372668416
3.9,100.0,2.0,0.0,0.0,0.0,0.0,100.0,25.8,4372795392
5.7,100.0,0.0,0.0,0.0,0.0,1.0,100.0,25.8,4372795392
8.3,100.0,1.0,0.0,1.0,0.0,0.0,100.0,25.9,4372795392
2.9,100.0,0.0,0.0,0.0,1.0,0.0,100.0,25.4,4372795392
4.8,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.6,4371578880
5.7,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.7,4371578880
4.8,100.0,0.0,0.0,0.0,1.0,0.0,100.0,25.8,4371456000
3.9,100.0,0.0,0.0,1.0,0.0,1.0,100.0,25.4,4371456000
5.7,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.8,4371456000
3.9,100.0,1.0,0.0,0.0,0.0,1.0,100.0,25.7,4371456000
3.9,100.0,0.0,1.0,0.0,0.0,0.0,100.0,25.5,4371456000
2.0,100.0,2.0,0.0,0.0,0.0,0.0,100.0,25.4,4371456000
2.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.3,4371456000
3.9,100.0,0.0,0.0,1.0,1.0,0.0,100.0,25.5,4371456000
2.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.4,4371456000
6.6,100.0,0.0,0.0,0.0,0.0,1.0,100.0,25.6,4372090880
2.9,100.0,1.0,0.0,1.0,0.0,0.0,100.0,25.5,4372090880
3.9,100.0,0.0,1.0,0.0,0.0,1.0,100.0,25.8,4372332544
2.9,100.0,1.0,0.0,1.0,0.0,0.0,100.0,25.4,4372332544
1.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.3,4372332544
4.8,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.6,4372365312
2.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.6,4372492288
2.9,100.0,1.0,1.0,0.0,0.0,0.0,100.0,25.3,4372492288
2.9,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.5,4372492288
3.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.4,4371595264
2.0,100.0,0.0,0.0,0.0,0.0,1.0,100.0,25.5,4371316736
3.9,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.4,4371316736
2.0,100.0,0.0,0.0,1.0,0.0,0.0,100.0,25.3,4371316736
3.8,100.0,0.0,1.0,0.0,0.0,0.0,100.0,25.7,4371316736
2.0,100.0,2.0,0.0,0.0,0.0,0.0,100.0,25.3,4371316736
3.9,100.0,0.0,1.0,0.0,0.0,0.0,100.0,25.6,4371316736
2.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.3,4371316736
4.8,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.5,4371316736
2.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.4,4371316736
2.9,100.0,0.0,1.0,0.0,0.0,1.0,100.0,25.5,4371316736
1.0,100.0,0.0,1.0,0.0,0.0,0.0,100.0,25.2,4371316736
4.8,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.8,4371316736
3.9,100.0,0.0,1.0,1.0,0.0,0.0,100.0,25.5,4371349504
8.3,100.0,1.0,0.0,0.0,0.0,0.0,100.0,26.0,4371759104
3.9,100.0,0.0,0.0,1.0,0.0,0.0,100.0,25.6,4371759104
3.9,100.0,1.0,1.0,0.0,0.0,0.0,100.0,25.7,4371759104
3.8,100.0,2.0,0.0,0.0,0.0,1.0,100.0,25.5,4372234240
5.7,100.0,0.0,0.0,0.0,0.0,1.0,100.0,25.9,4372234240
2.9,100.0,0.0,1.0,0.0,0.0,0.0,100.0,25.3,4372234240
3.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.6,4372361216
2.9,100.0,1.0,0.0,1.0,0.0,0.0,100.0,25.3,4372361216
2.9,100.0,0.0,0.0,1.0,0.0,0.0,100.0,25.6,4372361216
2.9,100.0,1.0,0.0,0.0,0.0,1.0,100.0,25.3,4372488192
5.7,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.8,4371824640
2.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.3,4371533824
4.8,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.7,4371533824
1.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.3,4371533824
4.8,100.0,0.0,0.0,1.0,0.0,0.0,100.0,25.6,4371533824
3.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.4,4371533824
2.9,100.0,1.0,0.0,1.0,0.0,1.0,100.0,25.5,4371533824
2.9,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.5,4371533824
2.9,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.5,4371533824
2.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.2,4371501056
2.0,100.0,0.0,0.0,0.0,0.0,1.0,100.0,25.4,4371501056
2.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.3,4371501056
2.9,100.0,0.0,0.0,1.0,0.0,0.0,100.0,25.4,4371501056
9.2,100.0,1.0,0.0,0.0,0.0,0.0,100.0,26.2,4371877888
3.9,100.0,0.0,0.0,0.0,0.0,1.0,100.0,25.4,4371877888
4.8,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.8,4371902464
2.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.4,4372291584
2.0,100.0,1.0,1.0,0.0,0.0,0.0,100.0,25.4,4372291584
9.2,100.0,0.0,1.0,0.0,0.0,1.0,100.0,26.1,4372287488
2.0,100.0,2.0,0.0,1.0,0.0,0.0,100.0,25.6,4372254720
3.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.4,4372254720
3.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.5,4372254720
5.7,100.0,0.0,0.0,1.0,1.0,1.0,100.0,25.9,4371460096
2.0,100.0,0.0,1.0,0.0,0.0,0.0,100.0,25.4,4371460096
4.8,100.0,0.0,1.0,0.0,0.0,0.0,100.0,25.5,4371460096
2.9,100.0,1.0,1.0,0.0,0.0,2.0,100.0,25.4,4371333120
3.8,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25.6,4371333120
2.9,100.0,0.0,0.0,0.0,0.0,1.0,100.0,25.5,4371333120
2.9,100.0,1.0,1.0,0.0,0.0,1.0,100.0,25.6,4371333120
4.8,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.8,4371333120
1.0,100.0,1.0,0.0,1.0,0.0,0.0,100.0,25.2,4371329024
1.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.2,4371296256
0.0,100.0,1.0,0.0,0.0,0.0,1.0,100.0,25.2,4371296256
4.8,100.0,1.0,0.0,1.0,0.0,0.0,100.0,25.8,4372344832
1.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.3,4372377600
0.0,100.0,0.0,0.0,0.0,0.0,1.0,100.0,25.2,4372783104
3.8,100.0,0.0,0.0,1.0,0.0,0.0,100.0,25.4,4373131264
0.0,100.0,0.0,0.0,1.0,0.0,0.0,100.0,25.2,4373131264
